ts_s,frame,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,tracking_state
1.335236,58,-0.001462,1.201064,-0.002838,-0.001279,-0.002273,-0.090899,0.995857,15
1.357852,59,-0.001411,1.201056,-0.002815,-0.001136,-0.002230,-0.090919,0.995855,15
1.379740,60,-0.001346,1.200990,-0.002775,-0.000962,-0.002224,-0.091056,0.995843,15
1.401745,61,-0.001264,1.200924,-0.002762,-0.000741,-0.002168,-0.091051,0.995844,15
1.424367,62,-0.001194,1.200927,-0.002747,-0.000550,-0.002153,-0.091190,0.995831,15
1.446688,63,-0.001153,1.200922,-0.002726,-0.000408,-0.002110,-0.091189,0.995831,15
1.468813,64,-0.001098,1.200901,-0.002691,-0.000310,-0.002081,-0.091225,0.995828,15
1.490838,65,-0.001029,1.200876,-0.002688,-0.000232,-0.002083,-0.091392,0.995813,15
1.513194,66,-0.000955,1.200839,-0.002673,-0.000186,-0.002019,-0.091422,0.995810,15
1.535500,67,-0.000939,1.200804,-0.002688,-0.000070,-0.002020,-0.091613,0.995793,15
1.557950,68,-0.000869,1.200805,-0.002689,0.000039,-0.002033,-0.091821,0.995773,15
1.580029,69,-0.000798,1.200862,-0.002687,-0.000014,-0.001995,-0.091876,0.995769,15
1.602464,70,-0.000777,1.200845,-0.002689,-0.000101,-0.001945,-0.092076,0.995750,15
1.624896,71,-0.000727,1.200879,-0.002739,-0.000175,-0.001896,-0.092473,0.995713,15
1.646697,72,-0.000714,1.200917,-0.002790,-0.000166,-0.001790,-0.092425,0.995718,15
1.669666,73,-0.000701,1.200847,-0.002813,-0.000096,-0.001722,-0.092206,0.995739,15
1.796495,74,-0.000691,1.200904,-0.002838,-0.000184,-0.001750,-0.092332,0.995727,15
1.854933,75,-0.000908,1.201176,-0.003003,-0.000702,-0.002093,-0.092241,0.995734,15
1.878419,76,-0.001119,1.201194,-0.003021,-0.000676,-0.002142,-0.092178,0.995740,15
1.900111,77,-0.001155,1.201198,-0.003023,-0.000651,-0.002107,-0.092143,0.995743,15
1.919574,78,-0.001266,1.201205,-0.003010,-0.000684,-0.002127,-0.091973,0.995759,15
1.942618,79,-0.001363,1.201128,-0.002977,-0.000573,-0.002127,-0.091864,0.995769,15
1.965024,80,-0.001455,1.201075,-0.002967,-0.000329,-0.002153,-0.091726,0.995782,15
1.987537,81,-0.001571,1.201020,-0.002952,-0.000130,-0.002241,-0.091628,0.995791,15
2.010328,82,-0.001649,1.200971,-0.002915,0.000068,-0.002353,-0.091632,0.995790,15
2.033013,83,-0.001709,1.200921,-0.002898,0.000278,-0.002435,-0.091517,0.995800,15
2.055595,84,-0.001759,1.200883,-0.002857,0.000414,-0.002474,-0.091600,0.995793,15
2.078021,85,-0.001771,1.200886,-0.002800,0.000474,-0.002427,-0.091532,0.995799,15
2.100453,86,-0.001789,1.200831,-0.002772,0.000484,-0.002315,-0.091542,0.995798,15
2.122835,87,-0.001830,1.200766,-0.002750,0.000587,-0.002146,-0.091543,0.995799,15
2.145390,88,-0.001843,1.200764,-0.002720,0.000736,-0.002014,-0.091435,0.995809,15
2.167573,89,-0.001887,1.200725,-0.002658,0.000848,-0.001895,-0.091268,0.995824,15
2.189892,90,-0.001906,1.200680,-0.002602,0.000939,-0.001914,-0.091227,0.995828,15
2.212462,91,-0.001950,1.200642,-0.002557,0.001064,-0.001981,-0.091108,0.995839,15
2.234533,92,-0.001981,1.200619,-0.002506,0.001233,-0.002167,-0.091039,0.995844,15
2.256895,93,-0.002009,1.200610,-0.002475,0.001348,-0.002407,-0.091033,0.995844,15
2.279171,94,-0.002040,1.200595,-0.002418,0.001314,-0.002550,-0.090974,0.995849,15
2.301834,95,-0.002046,1.200546,-0.002386,0.001328,-0.002622,-0.090882,0.995857,15
2.323536,96,-0.002063,1.200557,-0.002361,0.001376,-0.002629,-0.090943,0.995852,15
2.346007,97,-0.002071,1.200548,-0.002335,0.001432,-0.002512,-0.090962,0.995850,15
2.367782,98,-0.002073,1.200515,-0.002317,0.001485,-0.002356,-0.090904,0.995856,15
2.390158,99,-0.002136,1.200512,-0.002319,0.001531,-0.002241,-0.090817,0.995864,15
2.412598,100,-0.002167,1.200545,-0.002350,0.001450,-0.002169,-0.090716,0.995873,15
2.434572,101,-0.002249,1.200520,-0.002369,0.001297,-0.002162,-0.090408,0.995902,15
2.456921,102,-0.002302,1.200566,-0.002404,0.001081,-0.002338,-0.090380,0.995904,15
2.479185,103,-0.002356,1.200596,-0.002423,0.000819,-0.002537,-0.090339,0.995908,15
2.501230,104,-0.002388,1.200626,-0.002504,0.000533,-0.002755,-0.090301,0.995911,15
2.523451,105,-0.002449,1.200590,-0.002589,0.000431,-0.002944,-0.090523,0.995890,15
2.546004,106,-0.002464,1.200702,-0.002702,0.000446,-0.003017,-0.090680,0.995876,15
2.568148,107,-0.002441,1.200797,-0.002820,0.000282,-0.002830,-0.090487,0.995894,15
2.590208,108,-0.002476,1.200740,-0.002885,-0.000008,-0.002611,-0.090164,0.995924,15
2.612739,109,-0.002476,1.200762,-0.003000,-0.000181,-0.002418,-0.090047,0.995935,15
2.634635,110,-0.002500,1.200858,-0.003097,-0.000359,-0.002265,-0.089896,0.995949,15
2.656900,111,-0.002540,1.200932,-0.003152,-0.000639,-0.002260,-0.089771,0.995960,15
2.679148,112,-0.002549,1.200973,-0.003226,-0.000936,-0.002381,-0.089713,0.995964,15
2.701719,113,-0.002578,1.201048,-0.003317,-0.001266,-0.002492,-0.089614,0.995973,15
2.723468,114,-0.002594,1.201020,-0.003406,-0.001443,-0.002729,-0.089666,0.995967,15
2.745861,115,-0.002627,1.201088,-0.003490,-0.001525,-0.002924,-0.089724,0.995961,15
2.768265,116,-0.002604,1.201121,-0.003523,-0.001757,-0.003056,-0.089688,0.995964,15
2.790316,117,-0.002612,1.201129,-0.003560,-0.001996,-0.003105,-0.089881,0.995946,15
2.812755,118,-0.002592,1.201152,-0.003619,-0.002138,-0.003042,-0.090105,0.995925,15
2.834814,119,-0.002573,1.201157,-0.003620,-0.002164,-0.002888,-0.090131,0.995923,15
2.856972,120,-0.002551,1.201164,-0.003644,-0.002042,-0.002717,-0.090046,0.995932,15
2.879299,121,-0.002528,1.201134,-0.003649,-0.001948,-0.002550,-0.089972,0.995939,15
2.901536,122,-0.002511,1.201110,-0.003673,-0.001859,-0.002430,-0.089950,0.995942,15
2.923674,123,-0.002555,1.201129,-0.003658,-0.001773,-0.002388,-0.090046,0.995933,15
2.946313,124,-0.002545,1.201184,-0.003646,-0.001718,-0.002511,-0.090013,0.995936,15
2.968201,125,-0.002579,1.201158,-0.003629,-0.001709,-0.002582,-0.089943,0.995942,15
2.990343,126,-0.002599,1.201150,-0.003624,-0.001632,-0.002674,-0.089950,0.995941,15
3.012738,127,-0.002611,1.201162,-0.003659,-0.001468,-0.002734,-0.089891,0.995947,15
3.035326,128,-0.002648,1.201192,-0.003665,-0.001320,-0.002688,-0.089829,0.995953,15
3.057248,129,-0.002663,1.201216,-0.003652,-0.001265,-0.002667,-0.089790,0.995956,15
3.079465,130,-0.002683,1.201205,-0.003648,-0.001203,-0.002606,-0.089659,0.995968,15
3.101650,131,-0.002699,1.201226,-0.003636,-0.001129,-0.002595,-0.089491,0.995984,15
3.123658,132,-0.002742,1.201265,-0.003634,-0.001143,-0.002604,-0.089387,0.995993,15
3.146174,133,-0.002776,1.201243,-0.003655,-0.001118,-0.002675,-0.089347,0.995996,15
3.168131,134,-0.002793,1.201268,-0.003645,-0.001041,-0.002729,-0.089346,0.995996,15
3.190452,135,-0.002809,1.201253,-0.003663,-0.001042,-0.002768,-0.089271,0.996003,15
3.213037,136,-0.002815,1.201216,-0.003672,-0.000954,-0.002790,-0.089287,0.996002,15
3.234941,137,-0.002822,1.201220,-0.003680,-0.000893,-0.002798,-0.089284,0.996002,15
3.257357,138,-0.002829,1.201235,-0.003690,-0.000895,-0.002738,-0.089289,0.996002,15
3.279578,139,-0.002834,1.201268,-0.003698,-0.000989,-0.002658,-0.089291,0.996002,15
3.302229,140,-0.002844,1.201261,-0.003704,-0.001094,-0.002500,-0.089229,0.996007,15
3.323984,141,-0.002866,1.201271,-0.003709,-0.001156,-0.002427,-0.089072,0.996022,15
3.346108,142,-0.002896,1.201270,-0.003722,-0.001230,-0.002393,-0.088940,0.996033,15
3.368645,143,-0.002917,1.201236,-0.003688,-0.001290,-0.002403,-0.088807,0.996045,15
3.390577,144,-0.002951,1.201240,-0.003667,-0.001351,-0.002477,-0.088778,0.996047,15
3.412946,145,-0.002967,1.201260,-0.003638,-0.001494,-0.002624,-0.088835,0.996042,15
3.435169,146,-0.002975,1.201221,-0.003609,-0.001578,-0.002714,-0.088904,0.996035,15
3.457813,147,-0.002973,1.201192,-0.003595,-0.001437,-0.002737,-0.089166,0.996012,15
3.479642,148,-0.002921,1.201258,-0.003608,-0.001274,-0.002653,-0.089214,0.996008,15
3.502044,149,-0.002925,1.201232,-0.003585,-0.001264,-0.002336,-0.088945,0.996033,15
3.523861,150,-0.002936,1.201231,-0.003560,-0.001291,-0.002041,-0.088599,0.996065,15
3.546501,151,-0.002957,1.201251,-0.003519,-0.001451,-0.001996,-0.088368,0.996085,15
3.568576,152,-0.003032,1.201276,-0.003480,-0.001590,-0.002030,-0.088175,0.996102,15
3.590523,153,-0.003094,1.201308,-0.003440,-0.001740,-0.002239,-0.087887,0.996127,15
3.613087,154,-0.003182,1.201348,-0.003363,-0.001917,-0.002562,-0.087543,0.996156,15
3.635676,155,-0.003641,1.201702,-0.003125,-0.002343,-0.002998,-0.086147,0.996275,15
3.657416,156,-0.004617,1.202285,-0.002610,-0.003632,-0.004332,-0.082694,0.996559,15
3.679801,157,-0.005951,1.202124,-0.002138,-0.004432,-0.007334,-0.078409,0.996884,15
3.702064,158,-0.007480,1.201951,-0.001633,-0.003475,-0.010876,-0.073476,0.997232,15
3.723862,159,-0.009179,1.201675,-0.001011,-0.001390,-0.014558,-0.067773,0.997594,15
3.746410,160,-0.011075,1.201268,-0.000202,0.001364,-0.018279,-0.061898,0.997914,15
3.768773,161,-0.013046,1.200772,0.000732,0.004632,-0.021898,-0.055924,0.998184,15
3.790528,162,-0.015045,1.199968,0.001836,0.008477,-0.025323,-0.050120,0.998386,15
3.813094,163,-0.017016,1.199032,0.003027,0.013157,-0.028156,-0.044804,0.998512,15
3.835170,164,-0.018956,1.197990,0.004412,0.018557,-0.030172,-0.039620,0.998587,15
3.857387,165,-0.020919,1.196589,0.006145,0.024728,-0.031948,-0.034404,0.998591,15
3.879713,166,-0.022922,1.194371,0.008490,0.032432,-0.033970,-0.029073,0.998473,15
3.902224,167,-0.025022,1.191324,0.011229,0.043487,-0.036933,-0.025643,0.998042,15
3.923938,168,-0.027105,1.188084,0.014094,0.058429,-0.041285,-0.024668,0.997133,15
3.946494,169,-0.028998,1.184679,0.017131,0.075889,-0.045981,-0.023577,0.995777,15
3.968655,170,-0.030653,1.180982,0.020380,0.094207,-0.050024,-0.021335,0.994066,15
3.990819,171,-0.032229,1.176940,0.024143,0.112126,-0.053199,-0.017664,0.992112,15
4.013329,172,-0.033597,1.172223,0.027902,0.129818,-0.055555,-0.013169,0.989893,15
4.035323,173,-0.034734,1.167218,0.031699,0.148439,-0.057120,-0.008254,0.987236,15
4.057653,174,-0.035560,1.161650,0.035435,0.168268,-0.057738,-0.003011,0.984044,15
4.079655,175,-0.036042,1.155944,0.038952,0.189273,-0.057413,0.002558,0.980241,15
4.102748,176,-0.036307,1.149824,0.042226,0.211127,-0.055639,0.007804,0.975843,15
4.124016,177,-0.036342,1.143504,0.045267,0.233470,-0.052817,0.012162,0.970852,15
4.146589,178,-0.036158,1.137333,0.048270,0.255564,-0.049032,0.016041,0.965415,15
4.168989,179,-0.035829,1.131502,0.051556,0.275368,-0.044801,0.019127,0.960104,15
4.190879,180,-0.035797,1.126750,0.054851,0.291683,-0.041185,0.020559,0.955407,15
4.213382,181,-0.035807,1.121885,0.057679,0.305315,-0.039537,0.020493,0.951210,15
4.235456,182,-0.035366,1.117768,0.059914,0.317311,-0.038914,0.018669,0.947339,15
4.257541,183,-0.034893,1.115225,0.062074,0.327228,-0.038005,0.017864,0.944012,15
4.279916,184,-0.034547,1.113416,0.064241,0.332771,-0.036621,0.018325,0.942118,15
4.302730,185,-0.034127,1.111418,0.065920,0.334822,-0.034386,0.018725,0.941468,15
4.324344,186,-0.033719,1.109285,0.066714,0.336725,-0.031653,0.018785,0.940884,15
4.346658,187,-0.033380,1.107343,0.066705,0.340263,-0.028940,0.019040,0.939692,15
4.368963,188,-0.033075,1.105561,0.066383,0.345165,-0.026593,0.019610,0.937960,15
4.391038,189,-0.032728,1.103990,0.065835,0.350101,-0.024259,0.020188,0.936180,15
4.413466,190,-0.032269,1.102786,0.065047,0.354975,-0.021858,0.020845,0.934388,15
4.435480,191,-0.031838,1.102361,0.064694,0.358533,-0.019982,0.023294,0.933013,15
4.457649,192,-0.031284,1.102202,0.064972,0.358552,-0.018055,0.027413,0.932933,15
4.480544,193,-0.030759,1.101810,0.064964,0.356008,-0.015270,0.030531,0.933859,15
4.502592,194,-0.030453,1.101528,0.064890,0.353770,-0.012029,0.031339,0.934730,15
4.524182,195,-0.030199,1.101320,0.064995,0.352202,-0.009372,0.031632,0.935343,15
4.546527,196,-0.029897,1.100773,0.064926,0.350871,-0.007676,0.032523,0.935828,15
4.569368,197,-0.029468,1.100585,0.064715,0.350069,-0.006244,0.032826,0.936128,15
4.590800,198,-0.029133,1.100247,0.064508,0.350099,-0.004848,0.032155,0.936148,15
4.613447,199,-0.028782,1.100256,0.064531,0.350133,-0.003652,0.031496,0.936163,15
4.635500,200,-0.028460,1.100441,0.064665,0.349510,-0.002808,0.031108,0.936412,15
4.657721,201,-0.028103,1.100302,0.064659,0.348580,-0.002239,0.030897,0.936767,15
4.680620,202,-0.027663,1.100091,0.064755,0.348139,-0.001740,0.030605,0.936942,15
4.702092,203,-0.026911,1.100258,0.065200,0.347527,-0.001201,0.030834,0.937162,15
4.724189,204,-0.025469,1.100501,0.065869,0.346024,0.000390,0.032078,0.937677,15
4.746797,205,-0.023071,1.101006,0.066623,0.343598,0.005364,0.034686,0.938461,15
4.769299,206,-0.019675,1.101639,0.067393,0.340589,0.016472,0.038662,0.939273,15
4.790770,207,-0.015767,1.101641,0.067909,0.337750,0.033848,0.043314,0.939629,15
4.813796,208,-0.012014,1.101377,0.068423,0.336147,0.054931,0.048075,0.938976,15
4.836048,209,-0.008665,1.101730,0.069143,0.335366,0.074215,0.052401,0.937697,15
4.857693,210,-0.005370,1.102052,0.069567,0.334449,0.090486,0.056043,0.936384,15
4.880632,211,-0.001926,1.102649,0.069735,0.332739,0.104586,0.058866,0.935351,15
4.902233,212,0.001469,1.103426,0.069648,0.330807,0.117953,0.061506,0.934276,15
4.923679,213,0.004468,1.104181,0.069521,0.328803,0.130600,0.063981,0.933134,15
4.946612,214,0.007110,1.105130,0.069463,0.326463,0.141930,0.066117,0.932151,15
4.968904,215,0.009463,1.106174,0.069357,0.324241,0.151380,0.067965,0.931307,15
4.990963,216,0.011676,1.106866,0.069049,0.321452,0.159465,0.069523,0.930810,15
5.013314,217,0.013553,1.107367,0.068923,0.318471,0.166671,0.071040,0.930457,15
5.030939,218,0.014308,1.108014,0.068943,0.317106,0.169669,0.072268,0.930287,15
5.057678,219,0.016096,1.109546,0.068810,0.313129,0.177580,0.075438,0.929906,15
5.080088,220,0.016976,1.110921,0.068775,0.310761,0.182248,0.076863,0.929680,15
5.102409,221,0.017636,1.112267,0.068866,0.308535,0.186250,0.079451,0.929411,15
5.124468,222,0.018095,1.113211,0.068833,0.306482,0.189269,0.082428,0.929221,15
5.146764,223,0.018414,1.114240,0.068890,0.304143,0.191834,0.085138,0.929219,15
5.169101,224,0.018459,1.115186,0.069029,0.301973,0.193496,0.088271,0.929290,15
5.191118,225,0.018323,1.115655,0.068941,0.300681,0.193806,0.090874,0.929394,15
5.213587,226,0.018206,1.116266,0.068988,0.299805,0.193192,0.091765,0.929717,15
5.235811,227,0.018079,1.117054,0.069268,0.299046,0.191571,0.091891,0.930284,15
5.258083,228,0.017863,1.117375,0.069352,0.298162,0.189234,0.091694,0.931065,15
5.280274,229,0.017913,1.117986,0.069452,0.297400,0.186208,0.091324,0.931955,15
5.302757,230,0.018116,1.118477,0.069520,0.296752,0.183336,0.090950,0.932767,15
5.324726,231,0.018382,1.118900,0.069310,0.296352,0.181608,0.089292,0.933392,15
5.346940,232,0.018522,1.119407,0.069224,0.296107,0.181101,0.086726,0.933811,15
5.369336,233,0.018627,1.119889,0.069302,0.295611,0.181596,0.083740,0.934144,15
5.391456,234,0.018666,1.120224,0.069348,0.295372,0.181432,0.081405,0.934458,15
5.413719,235,0.018675,1.120850,0.069472,0.295305,0.180176,0.080383,0.934810,15
5.435870,236,0.018779,1.121582,0.069861,0.294224,0.178330,0.080126,0.935527,15
5.458744,237,0.018876,1.122020,0.070086,0.292314,0.176825,0.079494,0.936465,15
5.480253,238,0.018930,1.122387,0.070188,0.291058,0.175144,0.078934,0.937219,15
5.503283,239,0.018965,1.122586,0.070367,0.290544,0.172922,0.078867,0.937797,15
5.524644,240,0.019222,1.122707,0.070148,0.290590,0.170851,0.078217,0.938216,15
5.547045,241,0.019531,1.122880,0.069937,0.291021,0.169478,0.076516,0.938472,15
5.569387,242,0.019843,1.123191,0.069726,0.291329,0.169021,0.074462,0.938624,15
5.591228,243,0.020270,1.123503,0.069628,0.291545,0.169438,0.072423,0.938641,15
5.613870,244,0.020728,1.123950,0.069692,0.291442,0.170084,0.070480,0.938704,15
5.636098,245,0.021284,1.124505,0.069866,0.290534,0.170382,0.069379,0.939014,15
5.658437,246,0.021877,1.124756,0.069928,0.289421,0.170660,0.068167,0.939395,15
5.680403,247,0.022518,1.124979,0.069790,0.289051,0.170806,0.066996,0.939567,15
5.702824,248,0.023091,1.125190,0.069907,0.289148,0.171013,0.065559,0.939601,15
5.724691,249,0.023703,1.125389,0.069967,0.289272,0.171162,0.064073,0.939638,15
5.747082,250,0.024271,1.125584,0.070132,0.289484,0.171146,0.062672,0.939670,15
5.769543,251,0.024696,1.125764,0.070475,0.289575,0.171280,0.060747,0.939744,15
5.791571,252,0.025087,1.125944,0.070812,0.289519,0.171608,0.058956,0.939816,15
5.814127,253,0.025318,1.126103,0.071335,0.289827,0.171575,0.057861,0.939795,15
5.836099,254,0.025412,1.126202,0.072183,0.289872,0.170989,0.057477,0.939912,15
5.858332,255,0.025487,1.126094,0.072804,0.289598,0.169778,0.057177,0.940234,15
5.880451,256,0.025440,1.125876,0.073205,0.289925,0.168583,0.056421,0.940394,15
5.902907,257,0.025087,1.125779,0.073885,0.290976,0.167532,0.055345,0.940321,15
5.924900,258,0.024763,1.125896,0.074665,0.291695,0.166506,0.054610,0.940323,15
5.947428,259,0.024292,1.125845,0.075529,0.291769,0.165230,0.054525,0.940530,15
5.969532,260,0.023653,1.125639,0.076362,0.291729,0.163626,0.054642,0.940816,15
5.991490,261,0.023094,1.125472,0.076949,0.292103,0.161803,0.055131,0.940987,15
6.014116,262,0.022530,1.125305,0.077465,0.292479,0.160005,0.055644,0.941147,15
6.036889,263,0.022208,1.125204,0.077744,0.292633,0.159266,0.055919,0.941209,15
6.058422,264,0.021287,1.125041,0.078346,0.293256,0.157545,0.056539,0.941267,15
6.080749,265,0.020717,1.125066,0.078663,0.293675,0.156369,0.057367,0.941283,15
6.103492,266,0.020167,1.125064,0.079007,0.293607,0.155369,0.058134,0.941422,15
6.125024,267,0.019748,1.125189,0.079199,0.293085,0.154751,0.058904,0.941639,15
6.147230,268,0.019309,1.125162,0.079286,0.292648,0.154324,0.059709,0.941794,15
6.169607,269,0.018823,1.125198,0.079339,0.292718,0.153964,0.060549,0.941778,15
6.191750,270,0.018492,1.125394,0.079321,0.292750,0.153534,0.061678,0.941765,15
6.214180,271,0.018096,1.125567,0.079339,0.291947,0.153218,0.062814,0.941990,15
6.236393,272,0.017664,1.125590,0.079283,0.290663,0.152891,0.063862,0.942370,15
6.258708,273,0.017348,1.125608,0.079033,0.289965,0.152231,0.065012,0.942613,15
6.280908,274,0.017085,1.125649,0.078752,0.289777,0.151259,0.065647,0.942783,15
6.303098,275,0.016826,1.125872,0.078572,0.289279,0.150388,0.065354,0.943096,15
6.325127,276,0.016670,1.126306,0.078480,0.288173,0.149710,0.064876,0.943576,15
6.347536,277,0.016562,1.126539,0.078367,0.286830,0.149094,0.064450,0.944111,15
6.370193,278,0.016472,1.126616,0.078109,0.285801,0.148428,0.063843,0.944569,15
6.391937,279,0.016493,1.126901,0.077953,0.285089,0.147797,0.062733,0.944958,15
6.414335,280,0.016517,1.127319,0.077972,0.284173,0.147389,0.061751,0.945362,15
6.436546,281,0.016484,1.127511,0.078025,0.282892,0.147070,0.061362,0.945821,15
6.458811,282,0.016460,1.127561,0.077887,0.281848,0.146556,0.061194,0.946223,15
6.481095,283,0.016429,1.127623,0.077644,0.281579,0.145929,0.060666,0.946434,15
6.503523,284,0.016308,1.127907,0.077625,0.281372,0.145432,0.060010,0.946614,15
6.525664,285,0.016161,1.128409,0.077797,0.280158,0.144839,0.059565,0.947093,15
6.547637,286,0.015825,1.128718,0.077866,0.278101,0.143765,0.059348,0.947876,15
6.570031,287,0.015504,1.128774,0.077655,0.276557,0.142406,0.059147,0.948545,15
6.592028,288,0.015213,1.128939,0.077339,0.275796,0.141314,0.058770,0.948954,15
6.614486,289,0.014803,1.129150,0.077137,0.275179,0.140456,0.058589,0.949271,15
6.636691,290,0.014302,1.129357,0.076929,0.274486,0.139675,0.058383,0.949600,15
6.659053,291,0.013784,1.129569,0.076718,0.273869,0.138890,0.058174,0.949906,15
6.681296,292,0.013255,1.129949,0.076639,0.272910,0.138241,0.058272,0.950271,15
6.703504,293,0.012673,1.130329,0.076575,0.271380,0.137570,0.058634,0.950784,15
6.725557,294,0.012136,1.130611,0.076348,0.269805,0.137029,0.059370,0.951264,15
