ts_s,frame,joint_id,joint_name,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,confidence
0.248945,6,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.248945,6,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.248945,6,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.289546,7,0,Pelvis,-0.054719,-0.554493,-0.017092,0.034045,0.160639,-0.021457,0.986193,0.500
0.289546,7,15,Head,-0.025426,-0.006274,0.016049,0.034045,0.160639,-0.021457,0.986193,0.950
0.289546,7,16,LeftShoulder,-0.188710,-0.161902,0.079441,0.034045,0.160639,-0.021457,0.986193,0.620
0.289546,7,17,RightShoulder,0.133430,-0.172572,-0.028782,0.034045,0.160639,-0.021457,0.986193,0.620
0.289546,7,18,LeftElbow,-0.424068,-0.383734,0.156543,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.289546,7,19,RightElbow,0.131711,-0.230534,0.119881,-0.573056,-0.014702,0.022108,0.819086,0.580
0.289546,7,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.289546,7,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.289546,7,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.289546,7,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.334698,8,0,Pelvis,-0.055305,-0.554454,-0.016932,0.033964,0.161043,-0.021916,0.986119,0.500
0.334698,8,15,Head,-0.025515,-0.006251,0.016028,0.033964,0.161043,-0.021916,0.986119,0.950
0.334698,8,16,LeftShoulder,-0.188878,-0.161721,0.079604,0.033964,0.161043,-0.021916,0.986119,0.620
0.334698,8,17,RightShoulder,0.133160,-0.172697,-0.028892,0.033964,0.161043,-0.021916,0.986119,0.620
0.334698,8,18,LeftElbow,-0.424152,-0.383643,0.156624,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.334698,8,19,RightElbow,0.131576,-0.230597,0.119827,-0.573056,-0.014702,0.022108,0.819086,0.580
0.334698,8,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.334698,8,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.334698,8,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.334698,8,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.369088,9,0,Pelvis,-0.054980,-0.554384,-0.017205,0.034148,0.161802,-0.021528,0.985997,0.500
0.369088,9,15,Head,-0.025553,-0.006176,0.016000,0.034148,0.161802,-0.021528,0.985997,0.950
0.369088,9,16,LeftShoulder,-0.188703,-0.161803,0.079739,0.034148,0.161802,-0.021528,0.985997,0.620
0.369088,9,17,RightShoulder,0.133180,-0.172480,-0.029246,0.034148,0.161802,-0.021528,0.985997,0.620
0.369088,9,18,LeftElbow,-0.424065,-0.383684,0.156692,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.369088,9,19,RightElbow,0.131586,-0.230488,0.119650,-0.573056,-0.014702,0.022108,0.819086,0.580
0.369088,9,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.369088,9,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.369088,9,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.369088,9,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.412238,10,0,Pelvis,-0.053897,-0.554397,-0.017174,0.033908,0.162429,-0.020547,0.985924,0.500
0.412238,10,15,Head,-0.025555,-0.006126,0.015929,0.033908,0.162429,-0.020547,0.985924,0.950
0.412238,10,16,LeftShoulder,-0.188308,-0.162079,0.079883,0.033908,0.162429,-0.020547,0.985924,0.620
0.412238,10,17,RightShoulder,0.133464,-0.172109,-0.029488,0.033908,0.162429,-0.020547,0.985924,0.620
0.412238,10,18,LeftElbow,-0.423868,-0.383823,0.156764,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.412238,10,19,RightElbow,0.131728,-0.230303,0.119529,-0.573056,-0.014702,0.022108,0.819086,0.580
0.412238,10,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.412238,10,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.412238,10,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.412238,10,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.456447,11,0,Pelvis,-0.053652,-0.554288,-0.017075,0.033845,0.163087,-0.020251,0.985823,0.500
0.456447,11,15,Head,-0.025619,-0.005999,0.015994,0.033845,0.163087,-0.020251,0.985823,0.950
0.456447,11,16,LeftShoulder,-0.188188,-0.162057,0.080161,0.033845,0.163087,-0.020251,0.985823,0.620
0.456447,11,17,RightShoulder,0.133447,-0.171880,-0.029632,0.033845,0.163087,-0.020251,0.985823,0.620
0.456447,11,18,LeftElbow,-0.423807,-0.383812,0.156903,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.456447,11,19,RightElbow,0.131719,-0.230188,0.119457,-0.573056,-0.014702,0.022108,0.819086,0.580
0.456447,11,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.456447,11,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.456447,11,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.456447,11,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.500759,12,0,Pelvis,-0.054434,-0.554379,-0.016280,0.033308,0.162945,-0.020782,0.985854,0.500
0.500759,12,15,Head,-0.025927,-0.006075,0.016116,0.033308,0.162945,-0.020782,0.985854,0.950
0.500759,12,16,LeftShoulder,-0.188648,-0.161910,0.080438,0.033308,0.162945,-0.020782,0.985854,0.620
0.500759,12,17,RightShoulder,0.133004,-0.172151,-0.029268,0.033308,0.162945,-0.020782,0.985854,0.620
0.500759,12,18,LeftElbow,-0.424037,-0.383738,0.157041,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.500759,12,19,RightElbow,0.131498,-0.230324,0.119639,-0.573056,-0.014702,0.022108,0.819086,0.580
0.500759,12,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.500759,12,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.500759,12,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.500759,12,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.535227,13,0,Pelvis,-0.055231,-0.554362,-0.016347,0.033545,0.162250,-0.021140,0.985953,0.500
0.535227,13,15,Head,-0.026317,-0.006092,0.016261,0.033545,0.162250,-0.021140,0.985953,0.950
0.535227,13,16,LeftShoulder,-0.189256,-0.161813,0.080308,0.033545,0.162250,-0.021140,0.985953,0.620
0.535227,13,17,RightShoulder,0.132540,-0.172285,-0.028954,0.033545,0.162250,-0.021140,0.985953,0.620
0.535227,13,18,LeftElbow,-0.424341,-0.383689,0.156976,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.535227,13,19,RightElbow,0.131265,-0.230391,0.119796,-0.573056,-0.014702,0.022108,0.819086,0.580
0.535227,13,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.535227,13,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.535227,13,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.535227,13,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.578842,14,0,Pelvis,-0.055789,-0.554282,-0.016544,0.033867,0.160875,-0.021026,0.986170,0.500
0.578842,14,15,Head,-0.026987,-0.006030,0.016473,0.033867,0.160875,-0.021026,0.986170,0.950
0.578842,14,16,LeftShoulder,-0.190099,-0.161795,0.079970,0.033867,0.160875,-0.021026,0.986170,0.620
0.578842,14,17,RightShoulder,0.132002,-0.172190,-0.028396,0.033867,0.160875,-0.021026,0.986170,0.620
0.578842,14,18,LeftElbow,-0.424763,-0.383681,0.156807,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.578842,14,19,RightElbow,0.130997,-0.230343,0.120075,-0.573056,-0.014702,0.022108,0.819086,0.580
0.578842,14,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.578842,14,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.578842,14,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.578842,14,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.613217,15,0,Pelvis,-0.055431,-0.554357,-0.017099,0.034294,0.159123,-0.020177,0.986457,0.500
0.613217,15,15,Head,-0.027534,-0.006098,0.016582,0.034294,0.159123,-0.020177,0.986457,0.950
0.613217,15,16,LeftShoulder,-0.190651,-0.162161,0.079328,0.034294,0.159123,-0.020177,0.986457,0.620
0.613217,15,17,RightShoulder,0.131855,-0.171985,-0.027880,0.034294,0.159123,-0.020177,0.986457,0.620
0.613217,15,18,LeftElbow,-0.425039,-0.383864,0.156486,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.613217,15,19,RightElbow,0.130923,-0.230241,0.120332,-0.573056,-0.014702,0.022108,0.819086,0.580
0.613217,15,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.613217,15,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.613217,15,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.613217,15,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.656715,16,0,Pelvis,-0.056024,-0.554437,-0.018159,0.035139,0.156713,-0.019985,0.986817,0.500
0.656715,16,15,Head,-0.028273,-0.006235,0.016539,0.035139,0.156713,-0.019985,0.986817,0.950
0.656715,16,16,LeftShoulder,-0.191702,-0.162391,0.078232,0.035139,0.156713,-0.019985,0.986817,0.620
0.656715,16,17,RightShoulder,0.131326,-0.172057,-0.027405,0.035139,0.156713,-0.019985,0.986817,0.620
0.656715,16,18,LeftElbow,-0.425565,-0.383979,0.155938,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.656715,16,19,RightElbow,0.130659,-0.230277,0.120570,-0.573056,-0.014702,0.022108,0.819086,0.580
0.656715,16,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.656715,16,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.656715,16,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.656715,16,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.690050,17,0,Pelvis,-0.055777,-0.554402,-0.019003,0.035640,0.155165,-0.019265,0.987057,0.500
0.690050,17,15,Head,-0.028776,-0.006208,0.016405,0.035640,0.155165,-0.019265,0.987057,0.950
0.690050,17,16,LeftShoulder,-0.192220,-0.162624,0.077397,0.035640,0.155165,-0.019265,0.987057,0.620
0.690050,17,17,RightShoulder,0.131156,-0.171795,-0.027216,0.035640,0.155165,-0.019265,0.987057,0.620
0.690050,17,18,LeftElbow,-0.425823,-0.384095,0.155521,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.690050,17,19,RightElbow,0.130574,-0.230145,0.120664,-0.573056,-0.014702,0.022108,0.819086,0.580
0.690050,17,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.690050,17,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.690050,17,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.690050,17,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.725945,18,0,Pelvis,-0.055464,-0.554343,-0.019487,0.035709,0.153627,-0.018585,0.987309,0.500
0.725945,18,15,Head,-0.029246,-0.006126,0.016154,0.035709,0.153627,-0.018585,0.987309,0.950
0.725945,18,16,LeftShoulder,-0.192691,-0.162758,0.076587,0.035709,0.153627,-0.018585,0.987309,0.620
0.725945,18,17,RightShoulder,0.131025,-0.171505,-0.027006,0.035709,0.153627,-0.018585,0.987309,0.620
0.725945,18,18,LeftElbow,-0.426059,-0.384162,0.155115,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.725945,18,19,RightElbow,0.130508,-0.230001,0.120770,-0.573056,-0.014702,0.022108,0.819086,0.580
0.725945,18,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.725945,18,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.725945,18,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.725945,18,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.767723,19,0,Pelvis,-0.055414,-0.554175,-0.018676,0.034546,0.152242,-0.018195,0.987572,0.500
0.767723,19,15,Head,-0.029863,-0.005852,0.015805,0.034546,0.152242,-0.018195,0.987572,0.950
0.767723,19,16,LeftShoulder,-0.193314,-0.162519,0.076132,0.034546,0.152242,-0.018195,0.987572,0.620
0.767723,19,17,RightShoulder,0.130700,-0.171161,-0.026533,0.034546,0.152242,-0.018195,0.987572,0.620
0.767723,19,18,LeftElbow,-0.426370,-0.384042,0.154888,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.767723,19,19,RightElbow,0.130346,-0.229829,0.121006,-0.573056,-0.014702,0.022108,0.819086,0.580
0.767723,19,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.767723,19,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.767723,19,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.767723,19,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.801487,20,0,Pelvis,-0.055125,-0.553995,-0.017134,0.032878,0.151499,-0.017763,0.987751,0.500
0.801487,20,15,Head,-0.030346,-0.005532,0.015629,0.032878,0.151499,-0.017763,0.987751,0.950
0.801487,20,16,LeftShoulder,-0.193682,-0.162219,0.076214,0.032878,0.151499,-0.017763,0.987751,0.620
0.801487,20,17,RightShoulder,0.130497,-0.170763,-0.025941,0.032878,0.151499,-0.017763,0.987751,0.620
0.801487,20,18,LeftElbow,-0.426554,-0.383893,0.154929,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.801487,20,19,RightElbow,0.130244,-0.229630,0.121302,-0.573056,-0.014702,0.022108,0.819086,0.580
0.801487,20,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.801487,20,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.801487,20,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.801487,20,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.835420,21,0,Pelvis,-0.054495,-0.553755,-0.015516,0.031132,0.150585,-0.017047,0.987960,0.500
0.835420,21,15,Head,-0.030812,-0.005141,0.015493,0.031132,0.150585,-0.017047,0.987960,0.950
0.835420,21,16,LeftShoulder,-0.193964,-0.161938,0.076289,0.031132,0.150585,-0.017047,0.987960,0.620
0.835420,21,17,RightShoulder,0.130419,-0.170203,-0.025237,0.031132,0.150585,-0.017047,0.987960,0.620
0.835420,21,18,LeftElbow,-0.426695,-0.383752,0.154967,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.835420,21,19,RightElbow,0.130205,-0.229350,0.121654,-0.573056,-0.014702,0.022108,0.819086,0.580
0.835420,21,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.835420,21,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.835420,21,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.835420,21,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.880015,22,0,Pelvis,-0.054064,-0.553778,-0.013850,0.029276,0.149276,-0.016413,0.988226,0.500
0.880015,22,15,Head,-0.031415,-0.005017,0.015279,0.029276,0.149276,-0.016413,0.988226,0.950
0.880015,22,16,LeftShoulder,-0.194454,-0.161883,0.076199,0.029276,0.149276,-0.016413,0.988226,0.620
0.880015,22,17,RightShoulder,0.130210,-0.169941,-0.024440,0.029276,0.149276,-0.016413,0.988226,0.620
0.880015,22,18,LeftElbow,-0.426941,-0.383724,0.154922,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.880015,22,19,RightElbow,0.130101,-0.229218,0.122052,-0.573056,-0.014702,0.022108,0.819086,0.580
0.880015,22,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.880015,22,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.880015,22,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.880015,22,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.913496,23,0,Pelvis,-0.053946,-0.553671,-0.014359,0.029392,0.148408,-0.015940,0.988361,0.500
0.913496,23,15,Head,-0.031818,-0.004901,0.014994,0.029392,0.148408,-0.015940,0.988361,0.950
0.913496,23,16,LeftShoulder,-0.194832,-0.161926,0.075570,0.029392,0.148408,-0.015940,0.988361,0.620
0.913496,23,17,RightShoulder,0.130018,-0.169673,-0.024491,0.029392,0.148408,-0.015940,0.988361,0.620
0.913496,23,18,LeftElbow,-0.427130,-0.383746,0.154607,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.913496,23,19,RightElbow,0.130005,-0.229085,0.122027,-0.573056,-0.014702,0.022108,0.819086,0.580
0.913496,23,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.913496,23,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.913496,23,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.913496,23,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
0.956858,24,0,Pelvis,-0.053315,-0.553904,-0.015983,0.030299,0.147864,-0.014915,0.988431,0.500
0.956858,24,15,Head,-0.032171,-0.005158,0.014534,0.030299,0.147864,-0.014915,0.988431,0.950
0.956858,24,16,LeftShoulder,-0.194985,-0.162590,0.074591,0.030299,0.147864,-0.014915,0.988431,0.620
0.956858,24,17,RightShoulder,0.129997,-0.169569,-0.025101,0.030299,0.147864,-0.014915,0.988431,0.620
0.956858,24,18,LeftElbow,-0.427206,-0.384078,0.154117,-0.003420,-0.389136,-0.436019,0.811449,0.580
0.956858,24,19,RightElbow,0.129994,-0.229032,0.121722,-0.573056,-0.014702,0.022108,0.819086,0.580
0.956858,24,20,LeftWrist,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.820
0.956858,24,21,RightWrist,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.820
0.956858,24,22,LeftHand,-0.659427,-0.605566,0.233644,-0.003420,-0.389136,-0.436019,0.811449,0.780
0.956858,24,23,RightHand,0.129991,-0.288496,0.268545,-0.573056,-0.014702,0.022108,0.819086,0.780
