ts_s,frame,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,tracking_state
1.512149,65,-0.077310,-0.123144,-0.316051,0.042295,-0.051831,0.011691,0.997691,15
1.534215,66,-0.077200,-0.123223,-0.315958,0.042432,-0.051479,0.011511,0.997706,15
1.556536,67,-0.077052,-0.123304,-0.315884,0.042668,-0.051140,0.011359,0.997715,15
1.578870,68,-0.076892,-0.123383,-0.315867,0.042998,-0.050706,0.011259,0.997724,15
1.603183,69,-0.076705,-0.123395,-0.315822,0.043239,-0.050287,0.011025,0.997738,15
1.623206,70,-0.076509,-0.123391,-0.315769,0.043149,-0.049833,0.010783,0.997767,15
1.645487,71,-0.076323,-0.123400,-0.315732,0.043003,-0.049391,0.010557,0.997798,15
1.667965,72,-0.076122,-0.123424,-0.315689,0.042911,-0.048923,0.010401,0.997826,15
1.690329,73,-0.075914,-0.123404,-0.315657,0.042825,-0.048486,0.010184,0.997853,15
1.712200,74,-0.075713,-0.123442,-0.315665,0.042833,-0.048026,0.009650,0.997881,15
1.735471,75,-0.075468,-0.123393,-0.315675,0.042917,-0.047456,0.009199,0.997909,15
1.756673,76,-0.075228,-0.123394,-0.315662,0.042957,-0.046885,0.008927,0.997936,15
1.778787,77,-0.075007,-0.123394,-0.315694,0.042899,-0.046370,0.008447,0.997967,15
1.801565,78,-0.074753,-0.123319,-0.315706,0.042745,-0.045786,0.008124,0.998003,15
1.823088,79,-0.074535,-0.123295,-0.315697,0.042489,-0.045246,0.007842,0.998041,15
1.845363,80,-0.074321,-0.123222,-0.315664,0.042163,-0.044784,0.007579,0.998078,15
1.868076,81,-0.074089,-0.123186,-0.315628,0.041886,-0.044398,0.007201,0.998110,15
1.889954,82,-0.073842,-0.123185,-0.315645,0.041660,-0.044060,0.006300,0.998140,15
1.912168,83,-0.073599,-0.123080,-0.315683,0.041630,-0.043562,0.005105,0.998170,15
1.934699,84,-0.073300,-0.122948,-0.315677,0.041439,-0.042897,0.004601,0.998209,15
1.957013,85,-0.073056,-0.122936,-0.315693,0.041010,-0.042225,0.004248,0.998257,15
1.979164,86,-0.072777,-0.122922,-0.315735,0.040739,-0.041585,0.003919,0.998296,15
2.001341,87,-0.072496,-0.122873,-0.315794,0.040575,-0.040840,0.003523,0.998335,15
2.073781,88,-0.072356,-0.122839,-0.315826,0.040489,-0.040509,0.003380,0.998353,15
2.100977,89,-0.071367,-0.122507,-0.315909,0.038638,-0.037636,0.001651,0.998543,15
2.123212,90,-0.071162,-0.122526,-0.315940,0.038379,-0.036868,0.001186,0.998582,15
2.145569,91,-0.070945,-0.122462,-0.315971,0.038287,-0.036238,0.001159,0.998609,15
2.168963,92,-0.070777,-0.122482,-0.315999,0.038119,-0.035729,0.000870,0.998634,15
2.190134,93,-0.070623,-0.122403,-0.316072,0.037977,-0.035275,0.000359,0.998656,15
2.212383,94,-0.070457,-0.122347,-0.316099,0.037849,-0.034886,0.000089,0.998674,15
2.234788,95,-0.070368,-0.122344,-0.316163,0.037651,-0.034613,-0.000075,0.998691,15
2.256721,96,-0.070273,-0.122322,-0.316192,0.037545,-0.034385,-0.000224,0.998703,15
2.279729,97,-0.070206,-0.122267,-0.316249,0.037361,-0.034300,-0.000222,0.998713,15
2.301620,98,-0.070162,-0.122288,-0.316321,0.037195,-0.034283,-0.000405,0.998720,15
2.323374,99,-0.070119,-0.122285,-0.316370,0.037191,-0.034351,-0.000682,0.998717,15
2.345868,100,-0.070115,-0.122229,-0.316434,0.037211,-0.034448,-0.000989,0.998713,15
2.368258,101,-0.070127,-0.122174,-0.316455,0.037136,-0.034435,-0.001182,0.998716,15
2.390850,102,-0.070140,-0.122148,-0.316506,0.037055,-0.034486,-0.001292,0.998717,15
2.412594,103,-0.070163,-0.122145,-0.316565,0.037119,-0.034484,-0.001252,0.998715,15
2.435073,104,-0.070208,-0.122158,-0.316625,0.037255,-0.034532,-0.001034,0.998709,15
2.456722,105,-0.070275,-0.122192,-0.316628,0.037336,-0.034703,-0.001025,0.998700,15
2.479040,106,-0.070336,-0.122193,-0.316674,0.037493,-0.034780,-0.000948,0.998691,15
2.501780,107,-0.070434,-0.122215,-0.316688,0.037692,-0.034914,-0.000618,0.998679,15
2.523370,108,-0.070601,-0.122302,-0.316671,0.037852,-0.035126,-0.000400,0.998666,15
2.545997,109,-0.070751,-0.122375,-0.316664,0.038156,-0.035359,-0.000211,0.998646,15
2.766530,110,-0.070900,-0.122416,-0.316634,0.038538,-0.035586,0.000268,0.998623,15
2.803588,111,-0.071754,-0.122547,-0.316522,0.040110,-0.037240,0.001660,0.998500,15
2.842501,112,-0.071668,-0.122529,-0.316563,0.040009,-0.037034,0.001512,0.998512,15
2.866983,113,-0.071597,-0.122524,-0.316580,0.040095,-0.037137,0.001428,0.998505,15
2.890770,114,-0.071554,-0.122508,-0.316643,0.040143,-0.037438,0.001007,0.998492,15
2.913941,115,-0.071371,-0.122501,-0.316674,0.040157,-0.037661,0.000622,0.998483,15
2.937263,116,-0.071294,-0.122448,-0.316647,0.040175,-0.037723,0.000468,0.998480,15
2.960340,117,-0.071220,-0.122532,-0.316630,0.040176,-0.037793,0.000147,0.998478,15
2.983356,118,-0.071065,-0.122465,-0.316604,0.040204,-0.037885,-0.000227,0.998473,15
3.006021,119,-0.070921,-0.122387,-0.316581,0.039966,-0.037795,-0.000962,0.998486,15
3.071765,120,-0.070844,-0.122417,-0.316563,0.039849,-0.037676,-0.001150,0.998495,15
3.096398,121,-0.070515,-0.122420,-0.316461,0.039939,-0.036780,-0.001438,0.998524,15
3.119007,122,-0.070511,-0.122431,-0.316427,0.039925,-0.036704,-0.001389,0.998527,15
3.141229,123,-0.070547,-0.122457,-0.316415,0.040056,-0.036808,-0.001330,0.998518,15
3.163536,124,-0.070605,-0.122494,-0.316426,0.040199,-0.037161,-0.001288,0.998500,15
3.185854,125,-0.070702,-0.122540,-0.316442,0.040332,-0.037543,-0.001321,0.998480,15
3.208475,126,-0.070792,-0.122558,-0.316494,0.040419,-0.037893,-0.001221,0.998463,15
3.230351,127,-0.070905,-0.122616,-0.316516,0.040419,-0.038197,-0.001067,0.998452,15
3.252371,128,-0.070988,-0.122629,-0.316532,0.040416,-0.038446,-0.000937,0.998443,15
3.274745,129,-0.071094,-0.122660,-0.316561,0.040424,-0.038588,-0.000712,0.998437,15
3.296871,130,-0.071193,-0.122636,-0.316586,0.040255,-0.038692,-0.000526,0.998440,15
3.319100,131,-0.071261,-0.122650,-0.316600,0.040151,-0.038807,-0.000268,0.998440,15
3.341954,132,-0.071327,-0.122703,-0.316619,0.040160,-0.039019,-0.000254,0.998431,15
3.363362,133,-0.071391,-0.122685,-0.316639,0.040081,-0.039194,-0.000286,0.998428,15
3.385836,134,-0.071431,-0.122656,-0.316679,0.039912,-0.039355,-0.000520,0.998428,15
3.407929,135,-0.071389,-0.122665,-0.316714,0.039878,-0.039400,-0.000641,0.998427,15
3.429975,136,-0.071399,-0.122638,-0.316762,0.039852,-0.039222,-0.000671,0.998435,15
3.452504,137,-0.071420,-0.122647,-0.316730,0.039756,-0.039075,-0.000680,0.998445,15
3.474540,138,-0.071441,-0.122663,-0.316739,0.039742,-0.038996,-0.000852,0.998448,15
3.496757,139,-0.071465,-0.122671,-0.316747,0.039824,-0.038922,-0.000964,0.998448,15
3.519097,140,-0.071496,-0.122704,-0.316727,0.039946,-0.038917,-0.000808,0.998443,15
3.541223,141,-0.071529,-0.122702,-0.316715,0.039974,-0.038924,-0.000763,0.998442,15
3.563321,142,-0.071564,-0.122719,-0.316714,0.039860,-0.038999,-0.000778,0.998444,15
3.586342,143,-0.071577,-0.122775,-0.316718,0.039833,-0.039017,-0.000603,0.998444,15
3.607787,144,-0.071609,-0.122769,-0.316742,0.039989,-0.039087,-0.000471,0.998435,15
3.629939,145,-0.071665,-0.122731,-0.316749,0.040078,-0.039286,-0.000313,0.998424,15
3.652382,146,-0.071710,-0.122749,-0.316748,0.040035,-0.039557,-0.000398,0.998415,15
3.674735,147,-0.071752,-0.122722,-0.316770,0.040155,-0.039918,-0.000985,0.998395,15
3.696752,148,-0.071696,-0.122624,-0.316815,0.040307,-0.040074,-0.000950,0.998383,15
3.719079,149,-0.071647,-0.122660,-0.316823,0.040132,-0.039905,-0.000597,0.998397,15
3.741392,150,-0.071564,-0.122671,-0.316843,0.039940,-0.039647,-0.000768,0.998415,15
3.763395,151,-0.071356,-0.122671,-0.316865,0.039944,-0.039161,-0.001215,0.998434,15
3.786711,152,-0.071011,-0.122591,-0.316891,0.039948,-0.038304,-0.001601,0.998466,15
3.807998,153,-0.070430,-0.122542,-0.316915,0.039770,-0.036765,-0.002097,0.998530,15
3.830009,154,-0.069612,-0.122557,-0.316912,0.039746,-0.034107,-0.002832,0.998624,15
3.852449,155,-0.068307,-0.122598,-0.316954,0.039883,-0.029492,-0.003774,0.998762,15
3.875167,156,-0.066721,-0.122710,-0.316902,0.040273,-0.022166,-0.004583,0.998932,15
3.896756,157,-0.065036,-0.122898,-0.316783,0.040964,-0.013074,-0.005695,0.999059,15
3.919474,158,-0.063229,-0.123111,-0.316607,0.041904,-0.003010,-0.007257,0.999091,15
3.941356,159,-0.061340,-0.123429,-0.316462,0.043021,0.007352,-0.009044,0.999006,15
3.963424,160,-0.059440,-0.123533,-0.316293,0.044243,0.017760,-0.011225,0.998800,15
3.985906,161,-0.057581,-0.123447,-0.316059,0.044777,0.027891,-0.013669,0.998514,15
4.008082,162,-0.055741,-0.123474,-0.315801,0.044714,0.037415,-0.016013,0.998171,15
4.074738,163,-0.054804,-0.123504,-0.315710,0.044678,0.041943,-0.016976,0.997976,15
4.097040,164,-0.047715,-0.124356,-0.315297,0.046948,0.072125,-0.020498,0.996079,15
4.119288,165,-0.045763,-0.124681,-0.315159,0.048700,0.080903,-0.021865,0.995291,15
4.142303,166,-0.043750,-0.124994,-0.314990,0.050707,0.089009,-0.023263,0.994467,15
4.163564,167,-0.041763,-0.125275,-0.314786,0.052538,0.096709,-0.025146,0.993607,15
4.185902,168,-0.039714,-0.125365,-0.314543,0.054084,0.104133,-0.027385,0.992714,15
4.208544,169,-0.037673,-0.125712,-0.314223,0.055359,0.111383,-0.029401,0.991799,15
4.230189,170,-0.035768,-0.126266,-0.313912,0.057158,0.118336,-0.031796,0.990817,15
4.252550,171,-0.034054,-0.127135,-0.313787,0.060003,0.125008,-0.035187,0.989714,15
4.275645,172,-0.032372,-0.128411,-0.313850,0.064555,0.132394,-0.039376,0.988309,15
4.297102,173,-0.030851,-0.130324,-0.314206,0.071605,0.141081,-0.044378,0.986408,15
4.319322,174,-0.029506,-0.131986,-0.314232,0.080357,0.150413,-0.048588,0.984153,15
4.341740,175,-0.027844,-0.131904,-0.313641,0.087131,0.158489,-0.045313,0.982464,15
4.363270,176,-0.026464,-0.132628,-0.312825,0.090371,0.164365,-0.038778,0.981485,15
4.385628,177,-0.025204,-0.134210,-0.312390,0.092804,0.168089,-0.036312,0.980722,15
4.407920,178,-0.024022,-0.135718,-0.312197,0.097211,0.172096,-0.038558,0.979513,15
4.430087,179,-0.023143,-0.136433,-0.311445,0.102134,0.175599,-0.041183,0.978283,15
4.452477,180,-0.022346,-0.136119,-0.310179,0.105012,0.176710,-0.039854,0.977833,15
4.476050,181,-0.021803,-0.136712,-0.309112,0.105856,0.174993,-0.037156,0.978157,15
4.496969,182,-0.021566,-0.137601,-0.308397,0.107611,0.172297,-0.036558,0.978467,15
4.519368,183,-0.021386,-0.138318,-0.307781,0.110705,0.169437,-0.036797,0.978612,15
4.541867,184,-0.021536,-0.138737,-0.306962,0.114004,0.166274,-0.036822,0.978775,15
4.563493,185,-0.021824,-0.138900,-0.306036,0.116347,0.162219,-0.036021,0.979209,15
4.586117,186,-0.022105,-0.138816,-0.305070,0.117318,0.157310,-0.033974,0.979967,15
4.608213,187,-0.022538,-0.139143,-0.304321,0.117543,0.152075,-0.032099,0.980830,15
4.630381,188,-0.023260,-0.139630,-0.303694,0.118031,0.146904,-0.031465,0.981579,15
4.652711,189,-0.024039,-0.139903,-0.303239,0.119168,0.141770,-0.031818,0.982185,15
4.675080,190,-0.024788,-0.139790,-0.302815,0.120318,0.136868,-0.031625,0.982746,15
4.698061,191,-0.025674,-0.139635,-0.302359,0.120657,0.132374,-0.030487,0.983356,15
4.719471,192,-0.026594,-0.139670,-0.301976,0.120198,0.128123,-0.029355,0.984010,15
4.742412,193,-0.027522,-0.139694,-0.301684,0.119648,0.124267,-0.028664,0.984592,15
4.764031,194,-0.028603,-0.139708,-0.301377,0.119508,0.120757,-0.028140,0.985060,15
4.786228,195,-0.029710,-0.139640,-0.301104,0.119488,0.117393,-0.027222,0.985495,15
4.810492,196,-0.030762,-0.139535,-0.300822,0.119246,0.114357,-0.025547,0.985926,15
4.830347,197,-0.031851,-0.139569,-0.300603,0.118851,0.111530,-0.023447,0.986350,15
4.852695,198,-0.033033,-0.139687,-0.300338,0.118755,0.108855,-0.020983,0.986716,15
4.875331,199,-0.034114,-0.139667,-0.300113,0.119001,0.106153,-0.017945,0.987040,15
4.897534,200,-0.035430,-0.139679,-0.299836,0.118888,0.103304,-0.014701,0.987410,15
4.919558,201,-0.036766,-0.139688,-0.299626,0.118550,0.100451,-0.011860,0.987783,15
4.941936,202,-0.038047,-0.139662,-0.299440,0.118226,0.097471,-0.008928,0.988151,15
4.963943,203,-0.039549,-0.139571,-0.299180,0.117826,0.094321,-0.005576,0.988529,15
4.986481,204,-0.041046,-0.139596,-0.298972,0.117454,0.090762,-0.002054,0.988920,15
5.008716,205,-0.042502,-0.139646,-0.298782,0.117081,0.086986,0.001130,0.989305,15
5.077414,206,-0.043310,-0.139655,-0.298665,0.116949,0.084962,0.002654,0.989493,15
5.097772,207,-0.047423,-0.140407,-0.298087,0.117936,0.073321,0.007695,0.990281,15
5.119845,208,-0.047604,-0.140798,-0.298047,0.119140,0.072128,0.006808,0.990231,15
5.142253,209,-0.047037,-0.141143,-0.298023,0.120612,0.074027,0.004654,0.989925,15
5.164245,210,-0.046245,-0.141523,-0.297861,0.122470,0.078918,0.003033,0.989325,15
5.186461,211,-0.044934,-0.141897,-0.297691,0.124116,0.085888,0.001269,0.988543,15
5.208584,212,-0.042101,-0.141649,-0.297914,0.123797,0.096259,-0.004083,0.987619,15
5.230909,213,-0.037861,-0.141237,-0.298346,0.121879,0.112622,-0.010321,0.986081,15
5.253383,214,-0.032837,-0.141266,-0.299089,0.120045,0.134970,-0.014832,0.983439,15
5.275815,215,-0.026775,-0.141192,-0.300313,0.118099,0.161709,-0.020672,0.979528,15
5.297922,216,-0.019522,-0.140640,-0.302099,0.114086,0.193697,-0.028902,0.973977,15
5.319792,217,-0.011862,-0.140623,-0.304391,0.109750,0.229366,-0.036823,0.966432,15
5.342359,218,-0.004326,-0.141122,-0.307131,0.106865,0.265834,-0.044367,0.957049,15
5.364223,219,0.003277,-0.141432,-0.310469,0.104608,0.300653,-0.052704,0.946513,15
5.386382,220,0.010937,-0.141858,-0.314284,0.102198,0.333194,-0.061356,0.935293,15
5.408674,221,0.018267,-0.142488,-0.318253,0.099930,0.363269,-0.069769,0.923678,15
5.430898,222,0.025085,-0.143191,-0.322339,0.098537,0.389627,-0.076988,0.912444,15
5.453124,223,0.031422,-0.143918,-0.326195,0.097647,0.411903,-0.083482,0.902126,15
5.475498,224,0.036958,-0.145088,-0.329784,0.097701,0.429185,-0.089861,0.893409,15
5.497606,225,0.041701,-0.146115,-0.332811,0.098750,0.441181,-0.096342,0.886750,15
5.519956,226,0.045795,-0.146930,-0.335305,0.099399,0.448445,-0.102662,0.882314,15
5.542334,227,0.049226,-0.147918,-0.337411,0.098740,0.451451,-0.109472,0.880033,15
5.565084,228,0.051904,-0.148805,-0.339034,0.098295,0.450909,-0.116862,0.879410,15
5.586675,229,0.054069,-0.149458,-0.339977,0.098658,0.447921,-0.123210,0.880030,15
5.608988,230,0.055904,-0.149954,-0.340651,0.098562,0.442659,-0.128333,0.881969,15
5.630983,231,0.057335,-0.150396,-0.341036,0.098039,0.437032,-0.132573,0.884203,15
5.653267,232,0.058569,-0.150988,-0.341233,0.097820,0.431852,-0.136344,0.886197,15
5.675647,233,0.059762,-0.151400,-0.341201,0.098332,0.427611,-0.139073,0.887772,15
5.698636,234,0.060720,-0.151806,-0.341038,0.099251,0.424397,-0.140603,0.888970,15
5.720090,235,0.061315,-0.152613,-0.340683,0.100970,0.422168,-0.141948,0.889624,15
5.743009,236,0.061510,-0.153473,-0.339819,0.104403,0.419540,-0.143233,0.890265,15
5.764540,237,0.061161,-0.153985,-0.338493,0.108262,0.414831,-0.144083,0.891872,15
5.786736,238,0.060524,-0.154147,-0.336948,0.111299,0.407991,-0.143956,0.894669,15
5.809107,239,0.059368,-0.154149,-0.335153,0.113814,0.399401,-0.141990,0.898534,15
5.831315,240,0.057291,-0.154263,-0.332891,0.116449,0.388699,-0.139109,0.903328,15
5.853422,241,0.054459,-0.153932,-0.329789,0.119117,0.375027,-0.135640,0.909268,15
5.875924,242,0.050542,-0.153323,-0.325926,0.121041,0.355932,-0.131861,0.917210,15
5.897841,243,0.045362,-0.152177,-0.321690,0.121504,0.330804,-0.127930,0.927060,15
5.920169,244,0.039151,-0.150988,-0.317511,0.121581,0.299905,-0.122308,0.938251,15
5.943033,245,0.032093,-0.149956,-0.313548,0.121540,0.265738,-0.116603,0.949218,15
5.964691,246,0.024176,-0.148261,-0.309503,0.120622,0.229951,-0.111372,0.959255,15
5.986851,247,0.015895,-0.146512,-0.305815,0.118894,0.193208,-0.104719,0.968281,15
6.010714,248,0.007469,-0.144956,-0.302728,0.116365,0.156451,-0.097230,0.975976,15
6.084746,249,-0.001383,-0.143611,-0.299990,0.114174,0.121165,-0.089181,0.982003,15
6.109210,250,-0.031840,-0.139694,-0.294677,0.108870,0.007226,-0.059483,0.992248,15
6.131379,251,-0.040146,-0.139191,-0.294500,0.107396,-0.020994,-0.050628,0.992705,15
6.153715,252,-0.047814,-0.138568,-0.294756,0.106634,-0.046176,-0.042550,0.992314,15
6.176277,253,-0.055017,-0.137750,-0.295180,0.105491,-0.068769,-0.033106,0.991487,15
6.198132,254,-0.061821,-0.137267,-0.296023,0.103329,-0.089194,-0.023095,0.990371,15
6.220631,255,-0.067665,-0.137254,-0.297103,0.101425,-0.106310,-0.013334,0.989057,15
6.242581,256,-0.072837,-0.137320,-0.298324,0.100322,-0.120210,-0.004456,0.987657,15
6.265013,257,-0.077878,-0.137375,-0.299476,0.099728,-0.131126,0.003357,0.986331,15
6.287196,258,-0.082498,-0.137315,-0.300629,0.099171,-0.140014,0.010407,0.985116,15
6.309596,259,-0.086802,-0.137085,-0.301762,0.097791,-0.147672,0.017746,0.984030,15
6.331747,260,-0.090993,-0.137104,-0.302839,0.096002,-0.154599,0.025121,0.982981,15
6.353785,261,-0.094895,-0.137278,-0.303939,0.094563,-0.161067,0.032694,0.981859,15
6.377821,262,-0.098725,-0.137471,-0.305059,0.093521,-0.167844,0.040361,0.980537,15
6.398362,263,-0.102407,-0.137658,-0.306191,0.092442,-0.175240,0.047250,0.979037,15
6.420491,264,-0.105789,-0.137946,-0.307266,0.091241,-0.182506,0.053909,0.977477,15
6.442812,265,-0.108975,-0.138335,-0.308368,0.090585,-0.189428,0.059734,0.975881,15
6.465326,266,-0.112063,-0.138603,-0.309407,0.090188,-0.196217,0.064853,0.974248,15
6.487335,267,-0.115049,-0.138828,-0.310201,0.089275,-0.203405,0.068747,0.972590,15
6.509730,268,-0.117665,-0.139337,-0.311044,0.088523,-0.210647,0.071538,0.970914,15
6.531789,269,-0.119872,-0.139951,-0.311646,0.088885,-0.216825,0.074042,0.969332,15
6.554110,270,-0.121983,-0.140308,-0.312031,0.089778,-0.221875,0.076242,0.967935,15
6.577183,271,-0.124179,-0.140555,-0.312366,0.090113,-0.226580,0.078215,0.966656,15
6.598360,272,-0.126307,-0.140642,-0.312568,0.089742,-0.231565,0.080309,0.965336,15
6.620916,273,-0.128476,-0.140714,-0.312818,0.088550,-0.237293,0.082783,0.963845,15
6.643274,274,-0.130861,-0.140989,-0.313400,0.087394,-0.244525,0.085406,0.961913,15
6.665672,275,-0.133728,-0.140996,-0.314217,0.086171,-0.254546,0.088001,0.959185,15
6.687728,276,-0.136865,-0.141273,-0.315457,0.084947,-0.267979,0.089537,0.955486,15
6.709781,277,-0.139714,-0.141611,-0.317044,0.084649,-0.283238,0.089207,0.951133,15
6.731769,278,-0.142999,-0.141419,-0.318788,0.084077,-0.298752,0.089494,0.946398,15
6.754200,279,-0.146477,-0.141611,-0.320842,0.082682,-0.315967,0.090792,0.940790,15
6.777252,280,-0.149324,-0.142063,-0.322989,0.082279,-0.333090,0.090858,0.934894,15
6.798352,281,-0.151626,-0.142171,-0.324814,0.082571,-0.347248,0.090683,0.929719,15
6.820801,282,-0.153399,-0.142406,-0.326142,0.083041,-0.356420,0.090389,0.926228,15
6.843335,283,-0.154523,-0.143008,-0.327096,0.084932,-0.360409,0.089168,0.924630,15
6.865382,284,-0.154644,-0.143739,-0.327253,0.089220,-0.358823,0.087097,0.925041,15
6.887744,285,-0.154372,-0.144056,-0.326657,0.093830,-0.351910,0.085981,0.927342,15
6.909928,286,-0.154307,-0.144103,-0.325769,0.096061,-0.342642,0.087467,0.930440,15
6.931948,287,-0.153692,-0.144459,-0.324543,0.097184,-0.333492,0.089316,0.933467,15
6.954315,288,-0.152825,-0.144585,-0.323189,0.098164,-0.324095,0.090272,0.936577,15
